appid,name,estimated_owners,price,dlc_count,windows,mac,linux,metacritic_score,user_score,achievements,recommendations,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks,developers,publishers,genres,tags,single_player,release_year,players,popular_tags,recent_sentiment,recent_review_number,recent_positive_percentage,all_sentiment,all_review_number,all_positive_percentage,global_sales
814570,The Great Escape,10000.0,3.99,0,True,False,False,54,0,0,0,0,0,0,0,Ocean Software,Ziggurat,"Action,Adventure,Simulation,Strategy","Action,Strategy,Adventure,Simulation",True,2018,single,"Action,Adventure,Strategy,Simulation",,,,,,,0.32
434800,The Great Escape,10000.0,3.99,0,True,False,False,54,0,0,0,252,0,255,0,XiNFiNiTY Games,OtakuMaker SARL,"Action,Casual,Indie","Action,Indie,Casual,Survival,Arcade,Sci-fi,Funny,Atmospheric,Shoot 'Em Up,Shooter,Strategy",True,2016,single,"Action,Adventure,Strategy,Simulation",,,,,,,0.32
15620,"Warhammer 40,000: Dawn of War II",3500000.0,19.99,0,True,True,True,85,0,73,5396,1483,3,478,3,"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA,Feral Interactive (Mac/Linux)",Strategy,"Warhammer 40K,Strategy,RTS,Sci-fi,Multiplayer,Games Workshop,Tactical,Singleplayer,Co-op,Futuristic,Gore,Online Co-Op,RPG,Real-Time,Action,Co-op Campaign,Fantasy,Great Soundtrack,Atmospheric,Story Rich",True,2009,single/multi,"Warhammer 40K,Strategy,RTS,Sci-fi,Multiplayer,Tactical,Games Workshop,Singleplayer,Co-op,Futuristic,Gore,Online Co-Op,RPG,Action,Real-Time,Co-op Campaign,Fantasy,Great Soundtrack,Masterpiece,Atmospheric",Very Positive,30.0,80.0,Very Positive,3167.0,85.0,0.47
577580,Gladiator: Sword of Vengeance,10000.0,7.99,0,True,False,False,69,0,17,0,0,0,0,0,Throwback Entertainment,Throwback Entertainment,"Action,Adventure","Adventure,Action,Hack and Slash,Gore,Violent,Classic,Historical,Singleplayer,Cinematic,Fantasy,Story Rich,Great Soundtrack,Magic,Alternate History,Mythology",True,2017,single,"Adventure,Action,Classic,Hack and Slash",,,,Mostly Positive,22.0,77.0,0.22
207690,Botanicula,350000.0,9.99,1,True,True,False,82,0,53,3499,95,0,81,0,Amanita Design,Amanita Design,"Adventure,Casual,Indie","Casual,Exploration,Funny,Point & Click,Story Rich,Colorful,Nature,Stylized,Family Friendly,Cute,Surreal,Relaxing,2D,Puzzle,Hand-drawn,Cartoony,Comedy,Atmospheric,Singleplayer,Adventure",True,2012,single,"Point & Click,Adventure,Indie,Puzzle,Casual,Great Soundtrack,Relaxing,Atmospheric,Singleplayer,Cute,Exploration,2D,Family Friendly,Funny,Surreal,Beautiful,Comedy,Nature,Touch-Friendly,Masterpiece",Very Positive,25.0,96.0,Overwhelmingly Positive,2347.0,96.0,0.03
434050,Duke Nukem 3D: 20th Anniversary World Tour,350000.0,19.99,0,True,False,False,72,0,27,3005,180,0,131,0,"Nerve Software, Gearbox Software, LLC",Gearbox Publishing,"Action,Adventure","FPS,Classic,Action,Gore,First-Person,1990's,Shooter,Retro,Adventure,Singleplayer,Funny,Multiplayer,Nudity,Aliens,Comedy,Great Soundtrack,Memes,Co-op,Remake,Online Co-Op",True,2016,single/multi,"FPS,Action,Classic,Gore,Shooter,First-Person,Adventure,1990's,Singleplayer,Funny,Multiplayer,Retro,Nudity,Comedy,Aliens,Co-op,Great Soundtrack,Memes,Remake,Online Co-Op",Mostly Positive,28.0,75.0,Very Positive,923.0,81.0,0.09
273570,Descent,150000.0,9.99,0,True,True,True,0,0,0,364,0,0,0,0,Parallax,Interplay Inc.,Action,"Classic,6DOF,Action,Old School,Shooter,FPS,Space,Retro,1990's,Sci-fi,First-Person,Flight,Co-op,Difficult,Singleplayer,Pixel Graphics,Adventure,Nostalgia",True,2014,single/multi,"Classic,Action,6DOF,Old School,Shooter,FPS,Space,Retro,1990's,Sci-fi,First-Person,Flight,Co-op,Difficult,Singleplayer,Adventure,Pixel Graphics",,,,Very Positive,265.0,96.0,0.19
46500,Syberia,750000.0,1.94,0,True,True,False,82,0,0,2821,2420,415,146,415,Microids,Microids,"Adventure,Casual","Adventure,Point & Click,Puzzle,Female Protagonist,Casual,Steampunk,Atmospheric,Story Rich,Classic,Mystery,Singleplayer,Escape Room,Great Soundtrack,Beautiful,Third Person,Sci-fi,Hidden Object,2.5D,Nostalgia",True,2011,single,"Adventure,Point & Click,Puzzle,Steampunk,Female Protagonist,Atmospheric,Story Rich,Classic,Mystery,Singleplayer,Masterpiece,Casual,Great Soundtrack,Beautiful,Third Person,Sci-fi,Hidden Object",Very Positive,14.0,100.0,Very Positive,1642.0,88.0,0.36
201810,Wolfenstein: The New Order,3500000.0,19.99,1,True,False,False,81,0,50,33687,917,1440,690,1440,MachineGames,Bethesda Softworks,Action,"FPS,Action,Shooter,Alternate History,Singleplayer,Gore,First-Person,Atmospheric,World War II,Story Rich,Sci-fi,Stealth,Old School,War,Adventure,Great Soundtrack,Dystopian,Robots,Epic,Historical",True,2014,single,"FPS,Action,Masterpiece,Shooter,Alternate History,First-Person,Gore,Singleplayer,Atmospheric,World War II,Story Rich,Sci-fi,Stealth,Old School,Adventure,War,Great Soundtrack,Robots,Dystopian,Epic",Mostly Positive,119.0,78.0,Very Positive,20858.0,88.0,3.5
71164,Streets of Rage,10000.0,0.99,0,True,True,True,0,0,0,0,0,0,0,0,SEGA,SEGA,Action,"Beat 'em up,Action,Classic,Arcade,2D,Great Soundtrack,Retro,Local Co-Op",True,2011,single/multi,"Beat 'em up,Action,Arcade,Classic,2D,Great Soundtrack,Retro,Local Co-Op,Masterpiece,1990's",,,,,,,2.6
65730,Take On Helicopters,350000.0,19.99,1,True,False,False,70,0,0,423,497,0,708,0,Bohemia Interactive,Bohemia Interactive,Simulation,"Simulation,Flight,TrackIR,Open World,Sandbox,Co-op",True,2011,single/multi,"Simulation,Flight,Open World,TrackIR,Sandbox,Co-op",,,,Mixed,365.0,59.0,0.03
12150,Max Payne 2: The Fall of Max Payne,750000.0,4.49,0,True,False,False,86,0,0,5287,334,61,173,61,Remedy Entertainment,Rockstar Games,Action,"Action,Noir,Third-Person Shooter,Classic,Bullet Time,Story Rich,Shooter,Singleplayer,Third Person,Atmospheric,Dark,Great Soundtrack,Cinematic,Adventure,Crime,Detective,Narrative,Cult Classic,Sequel,Nudity",True,2008,single,"Noir,Action,Third-Person Shooter,Bullet Time,Classic,Story Rich,Shooter,Singleplayer,Atmospheric,Third Person,Masterpiece,Dark,Great Soundtrack,Cinematic,Adventure,Crime,Detective,Nudity,Sequel,Cult Classic",Very Positive,25.0,88.0,Very Positive,2063.0,92.0,2.6500000000000004
20550,Red Faction II,150000.0,9.99,0,True,False,False,64,0,0,773,70,0,52,0,Volition,Deep Silver,"Action,Strategy","Action,FPS,Shooter,Sci-fi,Strategy,Singleplayer,Destruction,First-Person,Classic",True,2009,single,"Action,FPS,Strategy,Shooter,Sci-fi,Destruction,Singleplayer,First-Person,Classic,Masterpiece",,,,Mixed,533.0,53.0,1.77
538680,The Legend of Heroes: Trails of Cold Steel,350000.0,39.99,24,True,False,False,80,0,51,3980,3448,0,3970,0,Nihon Falcom,"XSEED Games,Marvelous USA, Inc.",RPG,"JRPG,Anime,RPG,Story Rich,Great Soundtrack,Turn-Based,Singleplayer,Turn-Based Combat,Adventure,Fantasy,Romance,Cute,Dungeon Crawler,Dating Sim,Funny,Action,Open World,Visual Novel,Mechs,Party-Based RPG",True,2017,single,"JRPG,RPG,Anime,Story Rich,Great Soundtrack,Turn-Based,Singleplayer,Turn-Based Combat,Adventure,Fantasy,Cute,Dungeon Crawler,Romance,Dating Sim,Funny,Female Protagonist",Mostly Positive,24.0,79.0,Overwhelmingly Positive,2008.0,95.0,0.4499999999999999
233450,Prison Architect,7500000.0,29.99,8,True,True,True,83,0,18,50820,1481,2251,557,3292,"Double Eleven,Introversion Software",Paradox Interactive,"Indie,Simulation,Strategy","Simulation,Building,Sandbox,Strategy,Base-Building,Colony Sim,Management,City Builder,2D,Top-Down,Economy,Resource Management,Singleplayer,Capitalism,Funny,Moddable,Multiplayer,Replay Value,Indie,Casual",True,2015,single,"Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,Resource Management,Base Building,Economy,Top-Down,Moddable,City Builder,Replay Value,Early Access,Casual,Funny,Action,Comedy",Very Positive,143.0,85.0,Very Positive,28180.0,93.0,0.06
555950,Danganronpa Another Episode: Ultra Despair Girls,350000.0,29.99,0,True,False,False,0,0,35,3886,1073,0,1158,0,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Action,"Anime,Female Protagonist,Action,Third-Person Shooter,Story Rich,Singleplayer,Sexual Content,Great Soundtrack,Visual Novel,Violent,Mature,Horror,Puzzle,Adventure,Psychological Horror,Nudity,Dark,Detective,Survival Horror,Mystery",True,2017,single,"Anime,Female Protagonist,Action,Story Rich,Third-Person Shooter,Singleplayer,Great Soundtrack,Visual Novel,Sexual Content,Violent,Adventure,Nudity,Horror,Puzzle,Psychological Horror,Detective,Mature,Survival Horror,Mystery,Dark",Very Positive,22.0,90.0,Very Positive,968.0,91.0,0.22
73020,Majesty 2 Collection,350000.0,0.0,0,True,False,False,0,0,0,918,759,0,1140,0,1C:InoCo,Paradox Interactive,Strategy,"Strategy,RTS,Fantasy,Base-Building,Singleplayer,Simulation,Comedy",True,2011,single/multi,"Strategy,RTS,Fantasy,Simulation,Base Building,Singleplayer,Comedy",,,,Mostly Positive,639.0,72.0,0.02
35460,The Ball,350000.0,9.99,0,True,False,False,68,0,17,722,129,0,89,0,Teotl Studios,Tripwire Interactive,"Action,Adventure,Indie","Puzzle,Action,Adventure,Indie,First-Person,Physics,Singleplayer,Horror,FPS",True,2010,single,"Puzzle,Action,Indie,Adventure,First-Person,Physics,Singleplayer,FPS,Horror",,,,Mostly Positive,616.0,74.0,0.01
339040,Disney's Chicken Little,35000.0,9.99,0,True,False,False,0,0,0,277,98,0,99,0,Avalanche Software,Disney,"Action,Adventure","Anime,Adventure,Action,Family Friendly,Shooter,Story Rich,Memes,Great Soundtrack,Platformer,Atmospheric,Cult Classic,Singleplayer,LGBTQ+,Comedy,Funny,3D Platformer,Mature,NSFW,War,Open World",True,2015,single,"Adventure,Action,Anime,Family Friendly,Shooter,Memes,Story Rich,Platformer,Great Soundtrack,Singleplayer,Atmospheric,Post-apocalyptic,Violent,Illuminati,Cult Classic,Comedy,3D Platformer,Funny",,,,Very Positive,109.0,82.0,1.9
9350,Supreme Commander,750000.0,12.99,0,True,False,False,86,0,0,1623,680,85,536,85,Gas Powered Games,Square Enix,Strategy,"Strategy,RTS,Sci-fi,Multiplayer,Real-Time,Base-Building,Co-op,Real-Time with Pause,Singleplayer,Robots,Action,Classic,Space,Great Soundtrack",True,2011,single/multi,"Strategy,RTS,Sci-fi,Multiplayer,Masterpiece,Real-Time,Co-op,Real-Time with Pause,Singleplayer,Base Building,Robots,Action,Classic,Space",Very Positive,10.0,80.0,Very Positive,775.0,85.0,0.14
268240,Mechanic Escape,75000.0,4.99,0,True,True,False,0,0,33,0,124,0,133,0,Slak Games,Plug In Digital,"Action,Adventure,Indie","Indie,Action,Adventure,Platformer,2D",True,2014,single,"Indie,Action,Platformer,Adventure,2D",,,,Very Positive,68.0,83.0,0.05
265930,Goat Simulator,3500000.0,9.99,5,True,True,True,62,0,127,45027,440,0,174,0,Coffee Stain Studios,Coffee Stain Publishing,"Casual,Indie,Simulation","Simulation,Funny,Comedy,Open World,Sandbox,Physics,Destruction,Casual,Indie,Action,Memes,Singleplayer,Third Person,Co-op,Dark Humor,3D,Local Multiplayer,Exploration,Cute,Arcade",True,2014,single/multi,"Simulation,Funny,Comedy,Open World,Sandbox,Physics,Indie,Action,Singleplayer,Casual,Destruction,Third Person,Co-op,Exploration,Moddable,Local Multiplayer,Local Co-Op,Memes,Family Friendly,MMORPG",Very Positive,110.0,86.0,Very Positive,38431.0,88.0,0.01
282050,MX vs. ATV Supercross Encore,35000.0,29.99,33,True,False,False,0,0,29,568,414,0,750,0,"Rainbow Studios,THQ Nordic",THQ Nordic,"Racing,Simulation,Sports","Racing,Sports,Simulation,Motocross,Motorbike,ATV,Offroad,Multiplayer,Third Person,Singleplayer,Bikes",True,2015,single/multi,"Racing,Sports,Motocross,Simulation,Motorbike,ATV,Offroad,Multiplayer,Third Person",,,,Mixed,453.0,50.0,0.12
58570,The Next BIG Thing,150000.0,4.99,0,True,True,False,75,0,0,521,3,0,3,0,Pendulo Studios,Focus Entertainment,Adventure,"Adventure,Point & Click,Puzzle,2D,Classic,Cult Classic,Great Soundtrack,Retro,1990's,Escape Room,Indie,Singleplayer",True,2011,single,"Adventure,Point & Click,Comedy,Mystery,Masterpiece,Singleplayer,Funny,Puzzle,Story Rich",,,,Very Positive,381.0,84.0,0.06
814600,Tunnel B1,10000.0,6.99,0,True,False,True,0,0,0,0,0,0,0,0,"NEON,Piko Interactive",Throwback Entertainment,"Action,Racing","Action,Racing,Simulation,Retro,Singleplayer,Shooter,Arcade,Fast-Paced,Dystopian,Score Attack",True,2018,single,"Action,Racing,Simulation",,,,,,,0.09
214490,Alien: Isolation,3500000.0,39.99,7,True,True,True,81,0,50,34885,684,0,241,0,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",Action,"Horror,Survival Horror,Sci-fi,Aliens,Atmospheric,Stealth,First-Person,Space,Female Protagonist,Survival,Singleplayer,Action,Difficult,Adventure,Psychological Horror,Great Soundtrack,FPS,Gore,Shooter,VR",True,2014,single,"Horror,Survival Horror,Sci-fi,Atmospheric,Aliens,Stealth,First-Person,Space,Survival,Female Protagonist,Singleplayer,Action,Difficult,Adventure,Great Soundtrack,FPS,Psychological Horror,Masterpiece,Gore,Shooter",Very Positive,115.0,94.0,Very Positive,17561.0,92.0,2.4
390870,Circuit Breakers,75000.0,6.99,0,True,True,True,0,0,19,0,110,0,150,0,Triverske,"Triverske,Excalibur Publishing",Action,"Bullet Hell,Shoot 'Em Up,Top-Down Shooter,Twin Stick Shooter,Shooter,Arcade,Action RPG,2D,Top-Down,Cyberpunk,Action,Pixel Graphics,Sci-fi,Score Attack,Retro,Futuristic,Old School,4 Player Local,Co-op,Local Co-Op",True,2015,single/multi,"Local Co-Op,Arcade,Shoot 'Em Up,Shooter,Pixel Graphics,Retro,Indie,Action,4 Player Local,Twin Stick Shooter,2D,Online Co-Op,Top-Down Shooter",,,,Mostly Positive,28.0,78.0,0.07
350080,Wolfenstein: The Old Blood,750000.0,19.99,0,True,False,False,76,0,50,11276,511,475,423,522,MachineGames,Bethesda Softworks,Action,"FPS,Action,World War II,Alternate History,Shooter,Singleplayer,Stealth,Gore,First-Person,Zombies,Atmospheric,Story Rich,Adventure,War,Sci-fi,Horror,Blood,Mature,Multiplayer,Funny",True,2015,single,"Action,FPS,Shooter,World War II,Alternate History,Stealth,Singleplayer,First-Person,Gore,Zombies,Atmospheric,Story Rich,Adventure,War,Horror,Sci-fi,Blood,Multiplayer,Mature,Funny",Very Positive,50.0,80.0,Very Positive,5181.0,87.0,0.6799999999999999
251570,7 Days to Die,7500000.0,24.99,0,True,True,True,0,0,43,156071,5219,654,1420,411,The Fun Pimps,The Fun Pimps Entertainment LLC,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access","Survival,Zombies,Voxel,Open World,Open World Survival Craft,Multiplayer,Post-apocalyptic,Base-Building,Online Co-Op,Exploration,Simulation,Sandbox,Building,Strategy,Character Customization,FPS,Procedural Generation,Tower Defense,Action,Early Access",True,2013,single/multi,"Early Access,Survival,Zombies,Open World,Crafting,Multiplayer,Sandbox,Building,Co-op,Survival Horror,Adventure,Action,Early Access,Horror,Online Co-Op,FPS,Singleplayer,RPG,Indie,Gore",Mixed,497.0,58.0,Mostly Positive,55096.0,77.0,0.25
34870,Sniper: Ghost Warrior 2,1500000.0,9.99,3,True,False,False,52,0,38,11762,365,0,108,0,City Interactive,CI Games,Action,"Sniper,Action,Multiplayer,FPS,Shooter,Stealth,Singleplayer,First-Person,Military,Tactical,Open World,Adventure,Co-op,Strategy,Online Co-Op,Simulation,Bullet Time,Controller,Difficult,Atmospheric",True,2013,single/multi,"Sniper,Action,FPS,Shooter,Stealth,Multiplayer,Singleplayer,First-Person,Military,Tactical,Adventure,Co-op,Strategy,Open World,Online Co-Op,Simulation,Bullet Time,Controller,Atmospheric,Difficult",Mixed,134.0,66.0,Mixed,6545.0,69.0,0.61
256290,Child of Light,750000.0,14.99,7,True,False,False,77,0,0,11099,259,0,136,0,Ubisoft Montréal,Ubisoft,RPG,"RPG,Fantasy,Great Soundtrack,Female Protagonist,Turn-Based,Platformer,Adventure,2D,Atmospheric,Story Rich,Hand-drawn,Beautiful,Singleplayer,Cute,Side Scroller,Local Co-Op,Turn-Based Strategy,Indie,Casual,Action",True,2014,single/multi,"RPG,Fantasy,Great Soundtrack,Female Protagonist,Turn-Based,Adventure,Platformer,2D,Atmospheric,Story Rich,Hand-drawn,Masterpiece,Beautiful,Singleplayer,Local Co-Op,Side Scroller,Cute,Turn-Based Strategy,Indie,Casual",Very Positive,30.0,100.0,Very Positive,9580.0,92.0,0.13
25890,Hearts of Iron III,750000.0,9.99,18,True,True,False,77,0,0,4393,351,0,289,0,Paradox Development Studio,Paradox Interactive,Strategy,"Grand Strategy,Strategy,World War II,Historical,Simulation,Real-Time with Pause,Military,War,Sandbox,Multiplayer,Difficult,Singleplayer,RTS,Wargame,Alternate History,Great Soundtrack,World War I",True,2009,single/multi,"Grand Strategy,World War II,Strategy,Historical,Simulation,Real-Time with Pause,Military,War,Sandbox,Multiplayer,Difficult,Singleplayer,RTS,Wargame,Masterpiece,Great Soundtrack,Alternate History,Free to Play",Mixed,24.0,62.0,Mostly Positive,3544.0,77.0,0.08
359220,MX vs. ATV Unleashed,35000.0,9.99,0,True,False,False,71,0,0,402,93,0,30,0,Rainbow Studios,THQ Nordic,"Racing,Simulation","Racing,Motocross,Simulation,ATV,Motorbike,Open World,Multiplayer,Offroad,Sports",True,2015,single/multi,"Racing,Motocross,Simulation,ATV,Motorbike,Open World,Offroad,Multiplayer",,,,Mixed,244.0,65.0,1.83
25930,East India Company,75000.0,9.99,3,True,False,False,67,0,0,133,0,0,0,0,Nitro Games,Nitro Games,Strategy,"Strategy,Historical,Economy,Naval,Trading,Sailing,Pirates",True,2009,single/multi,"Strategy,Economy,Historical,Trading,Naval",,,,Mixed,84.0,48.0,0.02
45770,Dead Rising 2: Off the Record,350000.0,19.99,4,True,False,False,66,0,50,1745,570,0,300,0,Capcom Vancouver,Capcom,"Action,Adventure","Action,Zombies,Adventure,Open World,Online Co-Op,Co-op,Third Person,Comedy,Funny,Gore,Sandbox,Horror,Singleplayer,Sexual Content,Great Soundtrack,Survival Horror,Multiplayer,Atmospheric,Survival,Crafting",True,2011,single/multi,"Zombies,Action,Open World,Adventure,Online Co-Op,Co-op,Third Person,Comedy,Funny,Gore,Sandbox,Horror,Survival Horror,Great Soundtrack,Singleplayer,Atmospheric,Survival,Beat 'em up",,,,Mostly Positive,1078.0,78.0,0.65
34830,Sniper: Ghost Warrior,750000.0,7.99,2,True,False,False,55,0,24,4271,706,0,89,0,City Interactive,CI Games,Action,"Action,Sniper,FPS,Multiplayer,Singleplayer,Stealth,Shooter,First-Person,Bullet Time,Adventure,Military,Simulation,War,Tactical",True,2010,single/multi,"Action,Sniper,FPS,Singleplayer,Stealth,Multiplayer,Shooter,First-Person,Bullet Time,Adventure,Military,Masterpiece,Simulation",Mixed,56.0,46.0,Mixed,2160.0,54.0,2.11
361360,Goosebumps: The Game,75000.0,9.99,0,True,False,False,0,0,40,148,4,0,4,0,WayForward,GameMill Entertainment,"Adventure,Casual","Adventure,Casual,Horror,Point & Click,Puzzle,Based On A Novel,Hidden Object,Singleplayer",True,2015,single,"Casual,Adventure,Horror,Point & Click,Puzzle",,,,Very Positive,77.0,93.0,0.05
338390,The Technomancer,150000.0,9.99,0,True,False,False,56,0,40,1836,41,18,57,18,Spiders,Focus Entertainment,"Action,RPG","RPG,Action,Sci-fi,Open World,Third Person,Singleplayer,Cyberpunk,Adventure,Post-apocalyptic,Mars,Nudity,Mature,Great Soundtrack,Choices Matter,Atmospheric,Story Rich,Sexual Content,Action RPG,Character Customization,Romance",True,2016,single,"RPG,Action,Sci-fi,Open World,Cyberpunk,Singleplayer,Third Person,Post-apocalyptic,Adventure,Mars,Nudity,Great Soundtrack,Mature,Atmospheric,Story Rich,Choices Matter,Sexual Content,Action RPG,Character Customization",,,,Mixed,1409.0,67.0,0.11
6300,Dreamfall: The Longest Journey,350000.0,7.99,0,True,False,False,75,0,0,865,165,0,245,0,Funcom,Funcom,"Adventure,RPG","Adventure,Female Protagonist,Story Rich,Fantasy,Sci-fi,Singleplayer,Third Person,RPG,Beautiful,Futuristic,Great Soundtrack,Atmospheric,Cyberpunk,Nudity,Puzzle,Sequel,Action,Escape Room",True,2007,single,"Adventure,Female Protagonist,Story Rich,Fantasy,Sci-fi,Singleplayer,Third Person,RPG,Beautiful,Futuristic,Great Soundtrack,Atmospheric,Masterpiece,Cyberpunk,Nudity",,,,Very Positive,618.0,85.0,0.08
43000,Front Mission Evolved,350000.0,9.99,5,True,False,False,63,0,27,563,220,0,354,0,Double Helix Games,Square Enix,Action,"Mechs,Action,Shooter,Third-Person Shooter,Sci-fi,Robots,Third Person,Singleplayer,Futuristic",True,2010,single/multi,"Mechs,Action,Shooter,Third-Person Shooter,Sci-fi,Third Person,Robots,Singleplayer",,,,Mixed,424.0,60.0,0.54
311240,Zero Escape: Zero Time Dilemma,750000.0,19.99,0,True,False,False,78,0,33,2932,712,0,930,0,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Adventure,"Puzzle,Visual Novel,Story Rich,Psychological Horror,Mystery,Choices Matter,Adventure,Anime,Sci-fi,Horror,Singleplayer,Great Soundtrack,Multiple Endings,Mature,Gore,Thriller,Atmospheric,Point & Click,Escape Room,Dark",True,2016,single,"Puzzle,Psychological Horror,Visual Novel,Story Rich,Mystery,Choices Matter,Anime,Adventure,Horror,Sci-fi,Singleplayer,Great Soundtrack,Mature,Gore,Multiple Endings,Thriller,Atmospheric,Point & Click,Dark,Violent",Very Positive,20.0,85.0,Very Positive,1443.0,91.0,0.1699999999999999
206420,Saints Row IV,3500000.0,14.99,26,True,False,True,86,0,73,54056,1161,0,770,0,Deep Silver Volition,Deep Silver,"Action,Adventure","Open World,Action,Comedy,Co-op,Third-Person Shooter,Superhero,Character Customization,Sandbox,Funny,Third Person,Adventure,Online Co-Op,Aliens,Parody,Multiplayer,Great Soundtrack,Singleplayer,Sci-fi,Dark Humor,Female Protagonist",True,2013,single/multi,"Open World,Action,Comedy,Co-op,Third-Person Shooter,Superhero,Sandbox,Funny,Character Customization,Third Person,Adventure,Online Co-Op,Aliens,Parody,Multiplayer,Great Soundtrack,Singleplayer,Sci-fi,Dark Humor,Female Protagonist",Mostly Positive,348.0,76.0,Very Positive,42245.0,91.0,3.72
460700,Song of the Deep,75000.0,14.99,1,True,False,False,71,0,10,458,212,0,233,0,Insomniac Games,GameTrust Games,Adventure,"Adventure,Metroidvania,Underwater,Female Protagonist,Action,2D,Platformer,Great Soundtrack,Puzzle,Indie",True,2016,single,"Adventure,Metroidvania,Underwater,Female Protagonist,Action,2D,Platformer,Great Soundtrack,Puzzle,Indie",,,,Very Positive,361.0,81.0,0.23
344030,Ghost Pirates of Vooju Island,10000.0,9.99,0,True,False,False,66,0,0,0,0,0,0,0,Autumn Moon,Viva Media,"Adventure,Casual","Adventure,Casual,Point & Click,Pirates,Funny",True,2015,single,"Adventure,Casual,Point & Click,Pirates,Funny",,,,Mixed,16.0,56.0,0.02
233290,Murdered: Soul Suspect,1500000.0,19.99,0,True,False,False,59,0,48,9886,293,0,188,0,Airtight Games,Square Enix,"Action,Adventure,RPG","Detective,Adventure,Mystery,Supernatural,Horror,Atmospheric,Action,Singleplayer,Crime,Story Rich,Third Person,Noir,Puzzle,Open World,RPG,Stealth,Dark,Walking Simulator,Point & Click,Short",True,2014,single,"Detective,Adventure,Horror,Mystery,Supernatural,Atmospheric,Action,Singleplayer,Crime,Story Rich,Third Person,Noir,Masterpiece,Puzzle,Open World,RPG,Stealth,Walking Simulator,Dark,Point & Click",Very Positive,74.0,81.0,Very Positive,6047.0,85.0,0.77
271590,Grand Theft Auto V,35000000.0,0.0,1,True,False,False,96,0,77,1247051,13650,656,6274,154,Rockstar North,Rockstar Games,"Action,Adventure","Open World,Action,Multiplayer,Automobile Sim,Crime,Third Person,First-Person,Shooter,Mature,Adventure,Singleplayer,Third-Person Shooter,Racing,Co-op,Atmospheric,Sandbox,Funny,Great Soundtrack,Comedy,Moddable",True,2015,single/multi,"Open World,Action,Multiplayer,Third Person,First-Person,Crime,Shooter,Adventure,Third-Person Shooter,Singleplayer,Mature,Racing,Atmospheric,Co-op,Sandbox,Funny,Great Soundtrack,Comedy,Masterpiece,Moddable",Mostly Positive,4352.0,78.0,Mostly Positive,407706.0,70.0,57.75
490080,Lock's Quest,35000.0,14.99,1,True,True,True,0,0,27,0,54,0,54,0,Digital Continue,HandyGames,"Indie,RPG,Strategy","Indie,Strategy,RPG,Tower Defense,Pixel Graphics,Isometric,Classic,Anime,2D,Singleplayer,Fantasy,Casual,Adventure,JRPG,Cute,Family Friendly,Action",True,2017,single,"Strategy,Indie,RPG,Tower Defense,Pixel Graphics",,,,Mixed,32.0,43.0,0.09
244160,Homeworld Remastered Collection,1500000.0,34.99,2,True,False,False,86,0,34,9143,684,0,207,0,Gearbox Software,Gearbox Publishing,"Simulation,Strategy","Space,Strategy,RTS,Sci-fi,Classic,Great Soundtrack,Story Rich,Atmospheric,Multiplayer,Remake,Simulation,Tactical,Singleplayer,Moddable,Epic,Action,Adventure,Female Protagonist,4X,Futuristic",True,2015,single/multi,"Space,Strategy,RTS,Sci-fi,Classic,Great Soundtrack,Story Rich,Remake,Atmospheric,Multiplayer,Simulation,Tactical,Singleplayer,Moddable,Masterpiece,Epic,Action,4X,Adventure,Female Protagonist",Mixed,16.0,68.0,Very Positive,5348.0,86.0,0.02
955790,Breakout,10000.0,5.99,0,True,False,False,0,0,15,0,0,0,0,0,FinalBit,FinalBit,"Action,Casual,Indie,Simulation","Indie,Action,Casual,Simulation,3D Platformer,First-Person,Parkour,Platformer,FPS",True,2018,single,"Indie,Casual,Action,Simulation",,,,,,,0.11
388060,The Escapists: The Walking Dead,75000.0,4.99,1,True,True,True,66,0,24,573,182,0,196,0,Team17 Digital Ltd,Team17 Digital Ltd,"Indie,Strategy","Zombies,Survival,Pixel Graphics,Indie,Strategy,Open World,Multiplayer,2D,Singleplayer,Action,Gore,Horror,RPG,Shooter,Adventure,Crafting,Co-op",True,2015,single,"Zombies,Survival,Pixel Graphics,Indie,Strategy,Open World,Multiplayer,2D,Singleplayer,Action,RPG,Horror,Gore,Shooter,Adventure,Crafting",,,,Mixed,485.0,60.0,0.01
205650,The Testament of Sherlock Holmes,350000.0,19.99,0,True,False,False,73,0,32,2331,211,0,132,0,Frogwares,Frogwares,Adventure,"Adventure,Detective,Point & Click,Puzzle,Mystery,Singleplayer,Based On A Novel,Investigation,Story Rich,Crime,First-Person,Atmospheric,Escape Room,Third Person,Open World",True,2012,single,"Adventure,Detective,Point & Click,Puzzle,Mystery,Singleplayer,Based On A Novel,Story Rich,Investigation,First-Person,Masterpiece,Atmospheric",Mixed,12.0,66.0,Very Positive,1346.0,83.0,0.33
