appid,name,estimated_owners,price,dlc_count,windows,mac,linux,metacritic_score,user_score,achievements,recommendations,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks,developers,publishers,genres,tags,single_player,release_year,players,popular_tags,recent_sentiment,recent_review_number,recent_positive_percentage,all_sentiment,all_review_number,all_positive_percentage,global_sales
110800,L.A. Noire,3500000.0,6.99,0,True,False,False,83,0,60,22516,807,0,403,0,"Team Bondi,Rockstar Leeds",Rockstar Games,"Adventure,Strategy","Detective,Crime,Open World,Noir,Adventure,Story Rich,Mystery,Third Person,Investigation,Cinematic,Singleplayer,Action,Atmospheric,Mature,Nudity,Strategy,Puzzle,Third-Person Shooter,Thriller,3D Vision",True,2011,single,"Detective,Crime,Noir,Open World,Adventure,Story Rich,Third Person,Mystery,Investigation,Cinematic,Singleplayer,Action,Atmospheric,Mature,Masterpiece,Nudity,Puzzle,Third-Person Shooter,Strategy,Thriller",Mostly Positive,78.0,78.0,Very Positive,13220.0,85.0,5.880000000000001
637670,Secret of Mana,150000.0,39.99,0,True,False,False,0,0,37,1849,558,0,558,0,Square Enix,Square Enix,"Action,RPG","JRPG,RPG,Singleplayer,Great Soundtrack,Story Rich,Adventure,Anime,Remake,Action RPG,Co-op,Cute,Classic,Fantasy,Action,Multiplayer,Local Co-Op,Retro,Local Multiplayer,Cult Classic,Open World",True,2018,single/multi,"JRPG,RPG,Singleplayer,Great Soundtrack,Story Rich,Anime,Adventure,Remake,Action RPG,Cute,Co-op,Classic,Fantasy,Multiplayer,Action,Local Co-Op,Retro,Cult Classic,Local Multiplayer",Mixed,15.0,60.0,Mixed,1227.0,64.0,1.83
25830,Knights of Honor,350000.0,9.99,0,True,False,False,77,0,0,1835,3040,1203,3393,1203,Black Sea Studios Ltd,Paradox Interactive,Strategy,"Strategy,Medieval,Grand Strategy,RTS,Historical,War,Classic,Singleplayer,Great Soundtrack,Multiplayer,Simulation,Real-Time",True,2009,single/multi,"Strategy,Medieval,Grand Strategy,RTS,Historical,War,Classic,Singleplayer,Great Soundtrack,Masterpiece,Multiplayer",Mostly Positive,17.0,76.0,Very Positive,1031.0,91.0,0.03
8190,Just Cause 2,3500000.0,14.99,8,True,False,False,84,0,50,38169,610,177,158,177,Avalanche Studios,Square Enix,"Action,Adventure","Open World,Action,Sandbox,Multiplayer,Third Person,Adventure,Third-Person Shooter,Shooter,Singleplayer,Destruction,Exploration,Funny,Moddable,Co-op,Beautiful,Physics,Atmospheric,3D Vision,Comedy,Massively Multiplayer",True,2010,single,"Open World,Action,Sandbox,Third Person,Multiplayer,Adventure,Third-Person Shooter,Shooter,Singleplayer,Destruction,Exploration,Funny,Moddable,Co-op,Beautiful,Physics,Atmospheric,3D Vision,Comedy,Massively Multiplayer",Very Positive,163.0,85.0,Very Positive,28176.0,90.0,3.47
219910,Edna & Harvey: Harvey's New Eyes,350000.0,1.99,2,True,True,True,75,0,29,2061,337,0,251,0,Daedalic Entertainment,Daedalic Entertainment,"Adventure,Indie","Point & Click,Adventure,Dark Humor,Comedy,Indie,Singleplayer,Puzzle,Female Protagonist,Classic,1990's,Funny,Retro,Cult Classic,Great Soundtrack,Story Rich,Escape Room,2D,Hand-drawn,Third Person,Psychological",True,2012,single,"Point & Click,Adventure,Dark Humor,Indie,Comedy,Female Protagonist,Singleplayer,Dark,Psychological,Puzzle,Funny,2D,Horror,Great Soundtrack",Mostly Positive,14.0,71.0,Very Positive,1397.0,90.0,0.08
624080,Cyberia,150000.0,9.99,0,True,True,True,0,0,0,0,0,0,0,0,Xatrix Entertainment,Interplay Entertainment Corp.,"Action,Adventure,Simulation","Action,Adventure,Simulation,Cyberpunk,On-Rails Shooter,Futuristic,First-Person,Sci-fi,1990's,Singleplayer,Puzzle,Shooter,Flight,Cinematic,FMV,Hacking,Jet,Linear,Retro,Romance",True,2017,single,"Action,Adventure,Simulation,Cyberpunk",,,,,,,0.09
44690,GT Legends,75000.0,7.99,0,True,False,False,84,0,0,175,6,0,12,0,SimBin Studios AB,SimBin,"Racing,Simulation,Sports","Racing,Simulation,Automobile Sim,Sports,Multiplayer,Driving,Singleplayer",True,2012,single/multi,"Racing,Simulation,Sports,Multiplayer,Driving",,,,Very Positive,136.0,88.0,0.02
7600,Sid Meier's Railroads!,750000.0,9.99,0,True,True,False,77,0,0,1925,121,1,54,1,"Firaxis Games,Feral Interactive (Mac)","2K,Feral Interactive (Mac)",Strategy,"Strategy,Trains,Management,Economy,Simulation,Singleplayer,Multiplayer,Real-Time with Pause,Casual,Classic,Building,Historical",True,2007,single/multi,"Strategy,Trains,Management,Economy,Simulation,Singleplayer,Multiplayer,Real-Time with Pause,Classic,Casual",,,,Mixed,1158.0,64.0,0.04
43100,World of Zoo,35000.0,14.99,0,True,False,False,0,0,0,144,2,0,2,0,Blue Fang,HandyGames,Simulation,"Simulation,Family Friendly,Singleplayer,Cute",True,2009,single,"Simulation,Family Friendly,Cute,Singleplayer",,,,Mostly Positive,107.0,76.0,1.3199999999999998
322290,Gurumin: A Monstrous Adventure,10000.0,9.99,0,True,False,False,0,0,53,453,376,0,514,0,"Nihon Falcom,Mastiff",Mastiff,"Action,Adventure,Indie,RPG","Action RPG,Action,Adventure,RPG,Indie,3D Platformer,Platformer,Exploration,Third Person,Cute,Anime,JRPG,Female Protagonist,3D,Family Friendly,Rhythm,Retro,Singleplayer,Fantasy,Funny",True,2015,single,"Action,RPG,Cute,Female Protagonist,Adventure,JRPG,Anime,Great Soundtrack,Action RPG,Family Friendly,Platformer,Retro,3D Platformer,Singleplayer",,,,Very Positive,264.0,93.0,0.01
262280,Dungeons 2,1500000.0,19.99,4,True,True,True,70,0,25,2061,397,0,255,0,Realmforge Studios,Kalypso Media Digital,"RPG,Simulation,Strategy","Strategy,RPG,Management,Fantasy,Dungeon Crawler,RTS,Villain Protagonist,Comedy,Simulation,Singleplayer,Multiplayer,Funny,Competitive,Base-Building,Top-Down,Building,God Game,Tower Defense,Sandbox,Adventure",True,2015,single/multi,"Strategy,RPG,Management,Fantasy,Dungeon Crawler,Comedy,RTS,Simulation,Villain Protagonist,Multiplayer,Singleplayer,Competitive,Funny,Base Building,Top-Down,Building,God Game",,,,Mostly Positive,1626.0,74.0,0.02
308420,Ziggurat,350000.0,14.99,0,True,True,True,75,0,38,2695,696,0,533,0,Milkstone Studios,Milkstone Studios,"Action,Indie,RPG","Rogue-lite,Action,Shooter,FPS,Action Roguelike,First-Person,Procedural Generation,Rogue-like,Magic,Perma Death,RPG,Dungeon Crawler,Arena Shooter,Fast-Paced,Exploration,Loot,Difficult,Arcade,Replay Value,Adventure",True,2014,single,"FPS,Rogue-lite,Procedural Generation,Magic,Action,Rogue-like,Perma Death,Indie,Shooter,Difficult,Replay Value,Dungeon Crawler,RPG,Arena Shooter,Fast-Paced,Exploration,Loot,Cartoony,Funny,Multiple Endings",,,,Very Positive,2336.0,88.0,0.02
362780,18 Wheels of Steel: Extreme Trucker 2,10000.0,9.99,0,True,False,False,0,0,0,110,1088,0,1088,0,SCS Software,Cosmi Valusoft,Simulation,"Simulation,Automobile Sim,Driving",True,2015,single,"Simulation,Driving",,,,Mixed,55.0,63.0,0.12
305980,Heavy Fire: Afghanistan,75000.0,2.99,0,True,False,False,0,0,27,115,184,0,211,0,Teyon,Mastiff,Action,"Action,On-Rails Shooter,First-Person,Shooter,Military,FPS,War,Arcade",True,2014,single/multi,"Action,On-Rails Shooter,First-Person,FPS,Shooter,Military",,,,Mixed,84.0,60.0,0.3
580870,Ballistic,10000.0,2.99,0,True,False,False,0,0,0,0,0,0,0,0,Electrovore,Electrovore,"Action,Adventure,Casual,Indie","Adventure,Indie,Casual,Action,Physics,3D Platformer,Violent,Puzzle-Platformer,Gore,Minimalist,Difficult,Retro,Great Soundtrack,Platformer,Funny,Atmospheric,Singleplayer,Fast-Paced,Surreal,Third Person",True,2017,single,"Action,Adventure,Indie,Casual,Physics,3D Platformer,Violent,Great Soundtrack,Gore,Puzzle-Platformer,Difficult,Platformer,Retro,Minimalist,Abstract,Destruction,Singleplayer,Atmospheric,Sci-fi,Funny",,,,,,,0.04
3300,Bejeweled 2 Deluxe,35000.0,4.99,0,True,True,False,0,0,0,367,469,0,546,0,"PopCap Games, Inc.","PopCap Games, Inc.,Electronic Arts",Casual,"Casual,Puzzle,Match 3,Great Soundtrack,Singleplayer",True,2006,single,"Casual,Match 3,Puzzle,Singleplayer",,,,Very Positive,126.0,89.0,0.02
16100,Virtual Villagers: A New Home,10000.0,9.99,0,True,False,False,0,0,0,0,0,0,0,0,Last Day of Work,Last Day of Work,"Casual,Simulation","Simulation,Casual",True,2008,single,"Casual,Simulation",,,,Mostly Positive,26.0,73.0,0.05
317840,Dokuro,10000.0,9.99,0,True,False,False,0,0,31,0,0,0,0,0,"GAME ARTS Co., Ltd.","GungHo Online Entertainment America, Inc.","Action,Casual","Action,Casual,Platformer,Puzzle-Platformer,Atmospheric,2D",True,2014,single,"Casual,Action,Puzzle-Platformer,Platformer,Atmospheric",,,,Positive,21.0,80.0,0.01
10090,Call of Duty: World at War,3500000.0,19.99,0,True,False,False,83,0,0,35258,2558,21,1002,26,Treyarch,Activision,Action,"Zombies,World War II,FPS,Multiplayer,Action,Shooter,Co-op,Singleplayer,First-Person,Moddable,War,Online Co-Op,Gore,Historical,Classic,Survival,Great Soundtrack,Tanks,Horror,Adventure",True,2008,single/multi,"Zombies,World War II,FPS,Multiplayer,Action,Shooter,Co-op,Moddable,First-Person,Singleplayer,War,Online Co-Op,Gore,Historical,Survival,Classic,Tanks,Great Soundtrack,Adventure,Horror",Very Positive,141.0,89.0,Very Positive,17438.0,92.0,15.83
291650,Pillars of Eternity,1500000.0,29.99,3,True,True,True,89,0,48,13161,1892,0,764,0,Obsidian Entertainment,Paradox Interactive,RPG,"RPG,Fantasy,Isometric,Story Rich,Singleplayer,CRPG,Party-Based RPG,Real-Time with Pause,Adventure,Kickstarter,Character Customization,Atmospheric,Dark Fantasy,Open World,Exploration,Classic,Great Soundtrack,Strategy,Indie,Crowdfunded",True,2015,single,"RPG,Fantasy,Isometric,Story Rich,Singleplayer,CRPG,Party-Based RPG,Real-Time with Pause,Adventure,Kickstarter,Atmospheric,Dark Fantasy,Open World,Exploration,Character Customization,Classic,Strategy,Great Soundtrack,Indie,Crowdfunded",Very Positive,60.0,85.0,Very Positive,8015.0,84.0,0.02
3170,King's Bounty: Armored Princess,750000.0,2.49,0,True,True,False,82,0,0,767,1060,0,1570,0,Katauri Interactive,Fulqrum Publishing,"RPG,Strategy","RPG,Turn-Based Strategy,Strategy,Fantasy,Female Protagonist,Turn-Based,Hex Grid,Singleplayer,Adventure,Tactical,Open World,Turn-Based Combat,Tactical RPG,Classic,Great Soundtrack",True,2009,single,"RPG,Turn-Based Strategy,Strategy,Fantasy,Female Protagonist,Hex Grid,Turn-Based,Adventure,Tactical,Singleplayer,Open World,Masterpiece,Tactical RPG,Turn-Based Combat,Great Soundtrack",Very Positive,10.0,90.0,Very Positive,437.0,89.0,0.01
620,Portal 2,15000000.0,9.99,1,True,True,True,95,0,51,243925,874,118,514,138,Valve,Valve,"Action,Adventure","Platformer,Puzzle,Dark Humor,First-Person,Puzzle-Platformer,Story Rich,Funny,Female Protagonist,3D Platformer,Action-Adventure,Action,FPS,Co-op,Physics,Level Editor,Sci-fi,Science,Comedy,Atmospheric,Adventure",True,2011,single/multi,"Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Action,Multiplayer,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space",Overwhelmingly Positive,899.0,98.0,Overwhelmingly Positive,104354.0,98.0,4.54
659,Portal 2,10000.0,9.99,1,True,True,True,95,0,51,243925,0,0,0,0,Valve,Valve,"Action,Adventure","Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Action,Multiplayer,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space",True,2011,single/multi,"Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Action,Multiplayer,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space",Overwhelmingly Positive,899.0,98.0,Overwhelmingly Positive,104354.0,98.0,4.54
49330,Pirates of Black Cove,75000.0,9.99,1,True,False,False,56,0,44,108,255,0,476,0,Nitro Games,,Strategy,"Strategy,Pirates,Action,Singleplayer,RTS",True,2011,single,"Strategy,Pirates,Action,Singleplayer,RTS",,,,Mixed,88.0,56.0,0.01
9480,Saints Row 2,3500000.0,9.99,0,True,False,True,72,0,0,9214,728,253,139,253,Volition,Deep Silver,Action,"Open World,Action,Character Customization,Sandbox,Third-Person Shooter,Comedy,Co-op,Crime,Third Person,Singleplayer,Online Co-Op,Multiplayer,Funny,Shooter,Co-op Campaign,Replay Value,Great Soundtrack,Female Protagonist,Moddable,Adventure",True,2009,single,"Open World,Action,Character Customization,Sandbox,Third-Person Shooter,Comedy,Co-op,Third Person,Crime,Singleplayer,Online Co-Op,Multiplayer,Shooter,Funny,Co-op Campaign,Replay Value,Great Soundtrack,Female Protagonist,Moddable,Adventure",Mixed,56.0,64.0,Mostly Positive,5894.0,75.0,4.76
460810,Vanquish,750000.0,19.99,0,True,False,False,78,0,50,4916,214,0,123,0,"PlatinumGames,Little Stone Software",SEGA,Action,"Action,Third-Person Shooter,Sci-fi,Singleplayer,Fast-Paced,Shooter,Third Person,Bullet Time,Futuristic,Mechs,Robots,Arcade,Character Action Game,Great Soundtrack,Adventure,Hack and Slash,Classic,Cyberpunk,Story Rich,Difficult",True,2017,single,"Action,Third-Person Shooter,Sci-fi,Singleplayer,Fast-Paced,Shooter,Third Person,Futuristic,Bullet Time,Mechs,Arcade,Robots,Great Soundtrack,Classic,Hack and Slash,Character Action Game,Story Rich,Cyberpunk,Adventure,Anime",Very Positive,32.0,87.0,Very Positive,2424.0,88.0,1.03
11130,Sherlock Holmes: The Mystery of the Mummy,150000.0,0.0,0,True,False,False,61,0,0,0,1,0,1,0,Frogwares,Frogwares,Adventure,"Adventure,Point & Click,Detective,Mystery,Puzzle,First-Person,Free to Play,Retro",True,2009,single,"Adventure,Point & Click,Detective,Mystery,First-Person,Puzzle",,,,Mostly Negative,192.0,30.0,0.39
255710,Cities: Skylines,7500000.0,29.99,38,True,True,True,85,0,116,148933,3530,1074,744,151,Colossal Order Ltd.,Paradox Interactive,"Simulation,Strategy","City Builder,Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Moddable,Economy,Resource Management,Mod,Realistic,Replay Value,Casual,Modern,Real-Time with Pause,Family Friendly,Great Soundtrack,Funny,Action",True,2015,single,"City Builder,Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Moddable,Economy,Resource Management,Realistic,Mod,Replay Value,Casual,Family Friendly,Modern,Real-Time with Pause,Great Soundtrack,Funny,Action",Very Positive,836.0,86.0,Very Positive,55276.0,91.0,0.14
3720,Evil Genius,350000.0,9.99,0,True,False,False,75,0,0,2797,296,1059,229,1059,Elixir Studios,Rebellion,Strategy,"Base-Building,Strategy,Villain Protagonist,Comedy,Singleplayer,Simulation,Parody,Management,Stylized,RTS,Funny,Real-Time with Pause,Building,Classic,God Game,Colorful,Great Soundtrack,Sandbox,Female Protagonist,Nostalgia",True,2009,single,"Base Building,Strategy,Villain Protagonist,Comedy,Singleplayer,Simulation,Parody,Stylized,Management,RTS,Funny,Real-Time with Pause,Classic,Building,Masterpiece,God Game,Great Soundtrack,Colorful,Sandbox",Very Positive,19.0,89.0,Very Positive,1827.0,94.0,0.02
7000,Tomb Raider: Legend,350000.0,6.99,0,True,False,False,82,0,0,3539,241,0,203,0,Crystal Dynamics,Square Enix,"Action,Adventure","Adventure,Action,Female Protagonist,Third Person,Puzzle,Platformer,Singleplayer,Action-Adventure,Shooter,Third-Person Shooter,Exploration,Classic,Controller,Parkour,Atmospheric,Story Rich,3D Platformer,Modern",True,2007,single,"Adventure,Action,Female Protagonist,Lara Croft,Third Person,Puzzle,Platformer,Singleplayer,Action-Adventure,Shooter,Third-Person Shooter,Classic,Exploration,Controller,Atmospheric,Modern,Parkour",Very Positive,25.0,80.0,Very Positive,1679.0,87.0,1.78
38170,Cradle of Rome,10000.0,9.99,0,True,False,False,0,0,0,0,262,0,262,0,Awem Studio,iWin,Casual,"Casual,Match 3",True,2010,single,"Casual,Match 3",,,,Positive,18.0,88.0,0.24
482450,Nitroplus Blasterz: Heroines Infinite Duel,75000.0,19.99,0,True,False,False,63,0,51,669,230,0,257,0,EXAMU,"XSEED Games,Marvelous USA, Inc.,Marvelous",Action,"Anime,2D Fighter,Fighting,PvP,Action,Female Protagonist,Arcade,Visual Novel,Cute,Multiplayer,Singleplayer,2D,Ninja,Dark,Sexual Content,Nudity,Mature,Memes,Great Soundtrack,Psychological Horror",True,2016,single/multi,"Anime,Fighting,2D Fighter,Action,Female Protagonist,Arcade,Sexual Content,Cute,Nudity,Memes,Singleplayer,Mature",,,,Very Positive,383.0,88.0,0.05
237470,Battle Worlds: Kronos,35000.0,19.99,0,True,True,True,71,0,39,222,63,0,63,0,KING Art,"KING Art,THQ Nordic",Strategy,"Strategy,Turn-Based Strategy,Turn-Based,Sci-fi,Kickstarter,Multiplayer,Indie,Singleplayer,Hex Grid,Asynchronous Multiplayer,Tactical,Turn-Based Tactics",True,2013,single/multi,"Strategy,Turn-Based Strategy,Turn-Based,Sci-fi,Kickstarter,Multiplayer,Singleplayer,Indie,Hex Grid,Asynchronous Multiplayer",,,,Mixed,182.0,64.0,0.03
55230,Saints Row: The Third,3500000.0,9.99,20,True,False,True,84,0,83,45398,1460,351,857,351,Volition,Deep Silver,Action,"Open World,Action,Comedy,Co-op,Third-Person Shooter,Funny,Sandbox,Character Customization,Third Person,Online Co-Op,Singleplayer,Great Soundtrack,Shooter,Multiplayer,Crime,Female Protagonist,Adventure,Satire,Zombies,RPG",True,2011,single/multi,"Open World,Action,Comedy,Third-Person Shooter,Co-op,Funny,Sandbox,Third Person,Online Co-Op,Character Customization,Singleplayer,Great Soundtrack,Shooter,Multiplayer,Crime,Female Protagonist,Adventure,Satire,Zombies,RPG",Very Positive,363.0,87.0,Overwhelmingly Positive,30568.0,95.0,5.62
48950,Greed Corp,350000.0,9.99,0,True,False,False,76,0,13,336,84,0,127,0,Vanguard Games,Vanguard Entertainment Group,Strategy,"Strategy,Turn-Based,Multiplayer,Turn-Based Strategy,Singleplayer,Puzzle,Local Multiplayer,Hex Grid,Board Game",True,2010,single/multi,"Strategy,Turn-Based,Multiplayer,Turn-Based Strategy,Singleplayer,Puzzle,Local Multiplayer,Hex Grid,Board Game",,,,Very Positive,308.0,87.0,0.01
225260,Brutal Legend,3500000.0,14.99,1,True,True,True,80,0,59,8732,316,0,235,0,Double Fine Productions,Double Fine Productions,"Action,Adventure,Strategy","Action,Comedy,Adventure,Great Soundtrack,Open World,Music,Hack and Slash,Strategy,Third Person,Funny,RTS,Fantasy,Singleplayer,Gothic,Multiplayer,Action-Adventure,Atmospheric,Beat 'em up,RPG,Action RPG",True,2013,single/multi,"Action,Comedy,Adventure,Open World,Great Soundtrack,Music,Hack and Slash,Third Person,Strategy,Funny,RTS,Fantasy,Singleplayer,Multiplayer,Action-Adventure,Atmospheric,Gothic,Beat 'em up,RPG,Action RPG",Mostly Positive,22.0,77.0,Very Positive,7101.0,94.0,1.91
464450,DoDonPachi Resurrection,35000.0,29.99,4,True,False,False,0,0,100,708,0,0,0,0,"CAVE Interactive CO.,LTD.",Komodo,Action,"Bullet Hell,Shoot 'Em Up,Action,Arcade,Anime,Great Soundtrack,Difficult,Shooter,2D,Classic",True,2016,single/multi,"Bullet Hell,Shoot 'Em Up,Arcade,Action,Anime,Great Soundtrack,Difficult,Shooter,2D",,,,Very Positive,406.0,96.0,0.05
213610,Sonic Adventure 2,750000.0,9.99,1,True,False,False,0,0,15,12072,557,29,147,29,SEGA,SEGA,Action,"Action,Platformer,Great Soundtrack,3D Platformer,Fast-Paced,Adventure,Classic,Replay Value,Singleplayer,Third Person,Local Multiplayer,Retro,Family Friendly,Multiplayer,Story Rich,Split Screen,Racing,3D,Sci-fi,Comedy",True,2012,single/multi,"Action,Platformer,Great Soundtrack,3D Platformer,Classic,Adventure,Fast-Paced,Replay Value,Singleplayer,Local Multiplayer,Third Person,Retro,Family Friendly,Multiplayer,Split Screen,Racing,Story Rich,Masterpiece,Sci-fi,Comedy",Very Positive,46.0,80.0,Very Positive,4358.0,84.0,0.12
405830,Turok 2: Seeds of Evil,350000.0,19.99,0,True,True,True,0,0,14,1658,268,66,426,66,"Iguana Entertainment,Nightdive Studios",Nightdive Studios,"Action,Adventure","FPS,Action,Classic,Dinosaurs,Gore,Violent,Adventure,Multiplayer,Singleplayer,Great Soundtrack,Shooter,1990's,Sci-fi,Split Screen,First-Person,Retro,Aliens,Local Multiplayer,Difficult,4 Player Local",True,2017,single/multi,"FPS,Action,Classic,Dinosaurs,Violent,Gore,Adventure,Multiplayer,Great Soundtrack,Singleplayer,Shooter,1990's,Sci-fi,Split Screen,First-Person,Difficult",,,,Very Positive,990.0,94.0,1.86
347830,Fairy Fencer F,350000.0,9.99,6,True,False,False,66,0,29,1939,747,0,539,0,"Idea Factory,Compile Heart",Idea Factory International,RPG,"Anime,JRPG,RPG,Cute,Singleplayer,Fantasy,Turn-Based,Great Soundtrack,Visual Novel,Story Rich,Nudity,Comedy,Turn-Based Combat,Romance,Action,Adventure,Hack and Slash",True,2015,single,"Anime,JRPG,RPG,Cute,Singleplayer,Turn-Based,Fantasy,Great Soundtrack,Visual Novel,Story Rich,Nudity,Comedy,Action,Romance,Adventure,Hack and Slash",,,,Very Positive,1875.0,90.0,0.19
40350,Lost Horizon,75000.0,9.99,0,True,False,False,77,0,0,326,281,0,281,0,Animation Arts,Ravenscourt,Adventure,"Adventure,Point & Click,1990's,War,Story Rich,Stylized,Great Soundtrack,Retro,2D,Classic,Puzzle,Escape Room",True,2010,single,"Adventure,Point & Click,Puzzle",,,,Very Positive,208.0,89.0,0.11
